Group2,Marker,Group1,Date,Session,Treatment,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,R1,Rank1,R2,Rank2,R0,Rank0,Group0,Type,TimeContinueWelcomeOK,charity,charityPart2,TimeOKChoiceCharityOK,TimeOKPart1OK,DictatorSelf,DictatorCharity,TimeOKUltimatumAgentOK,TimeOKPayoffInformationOK,answerPart2,TimeOKCodeToStartPart2OK,TimeOKPart2OK,answer1,answer2,answer3,answer4,answer6,answer7,TimeOKControlQuestionsOK,TimeOKGroupAssignmentOK,TimeOKPAPrincipalExpectedAcceptanceOK,TimeOKPAPrincipalEffortOK,OptimalWage,TimeOKPAAgentOK,TimeOKPAAgentEffortOK,PreferedWage,PreferedEffort,TimeOKPAAgentPreferedContractOK,TimeCONTINUEQuestionnaireOK,gender,age,study,TimeCONTINUEQuestion1SociecoOK,fair_wage,fair_effort,TimeCONTINUEQuestion2FairnessRatingsOK,Give_Charity,Punish_Self,Punish_Others,TimeCONTINUEQuestion3WillingnessToActOK,Favor_return,Favor_revenge,Favor_intentions,TimeCONTINUEQuestion4FavorOK,Gift,TimeCONTINUEQuestion5GiftOK,Donation_Good_Cause,TimeCONTINUEQuestion6DonationOK,UltimatumContractConcluded,PAContractConcluded,PAEffort,PAWage,UltimatumPayoff,PAPayoff,OptimalWagePayoff,OptimalWageBonus,NumCorrectAcceptGuesses,NumCorrectRefuseGuesses,PayoffPart1,TotalPayoff,PayoffCharityPart1,PayoffCharityPart1Euro,PayoffCharityPart2,PayoffCharityPart2Euro,TotalPayoffCharity,TotalPayoffCharityEuro,TimeOKFinalPayoffCalculationOK,TimeOKFinalPayoffDisplayAgentOK,TimeOKFinalPayoffDisplayPrincipalOK,TimeTheEndTheEndOK,Ultimatum_Accept_Agent_atShare_Principal_10,Ultimatum_Accept_Agent_atShare_Principal_20,Ultimatum_Accept_Agent_atShare_Principal_30,Ultimatum_Accept_Agent_atShare_Principal_40,Ultimatum_Accept_Agent_atShare_Principal_50,Ultimatum_Accept_Agent_atShare_Principal_60,Ultimatum_Accept_Agent_atShare_Principal_70,Ultimatum_Accept_Agent_atShare_Principal_80,Ultimatum_Accept_Agent_atShare_Principal_90,PA_Accept_Agent_atWage_1,PA_Accept_Agent_atWage_3,PA_Accept_Agent_atWage_5,PA_Accept_Agent_atWage_10,PA_Accept_Agent_atWage_15,PA_Accept_Agent_atWage_20,PA_Accept_Agent_atWage_25,PA_Accept_Agent_atWage_30,PA_Accept_Agent_atWage_35,PA_Accept_Agent_atWage_40,PA_Accept_Agent_atWage_45,PA_Accept_Agent_atWage_50,PA_Accept_Agent_atWage_55,PA_Accept_Agent_atWage_60,PA_Accept_Agent_atWage_65,PA_Accept_Agent_atWage_75,PA_Accept_Agent_atWage_85,PA_Accept_Agent_atWage_95,PA_OfferedEffort_Agent_atWage_1,PA_OfferedEffort_Agent_atWage_3,PA_OfferedEffort_Agent_atWage_5,PA_OfferedEffort_Agent_atWage_10,PA_OfferedEffort_Agent_atWage_15,PA_OfferedEffort_Agent_atWage_20,PA_OfferedEffort_Agent_atWage_25,PA_OfferedEffort_Agent_atWage_30,PA_OfferedEffort_Agent_atWage_35,PA_OfferedEffort_Agent_atWage_40,PA_OfferedEffort_Agent_atWage_45,PA_OfferedEffort_Agent_atWage_50,PA_OfferedEffort_Agent_atWage_55,PA_OfferedEffort_Agent_atWage_60,PA_OfferedEffort_Agent_atWage_65,PA_OfferedEffort_Agent_atWage_75,PA_OfferedEffort_Agent_atWage_85,PA_OfferedEffort_Agent_atWage_95,Ultimatum_Offer_Principal,PA_Offer_Principal,PA_ExpectedAcceptance_Principal_atWage_1,PA_ExpectedAcceptance_Principal_atWage_3,PA_ExpectedAcceptance_Principal_atWage_5,PA_ExpectedAcceptance_Principal_atWage_10,PA_ExpectedAcceptance_Principal_atWage_15,PA_ExpectedAcceptance_Principal_atWage_20,PA_ExpectedAcceptance_Principal_atWage_25,PA_ExpectedAcceptance_Principal_atWage_30,PA_ExpectedAcceptance_Principal_atWage_35,PA_ExpectedAcceptance_Principal_atWage_40,PA_ExpectedAcceptance_Principal_atWage_45,PA_ExpectedAcceptance_Principal_atWage_50,PA_ExpectedAcceptance_Principal_atWage_55,PA_ExpectedAcceptance_Principal_atWage_60,PA_ExpectedAcceptance_Principal_atWage_65,PA_ExpectedAcceptance_Principal_atWage_75,PA_ExpectedAcceptance_Principal_atWage_85,PA_ExpectedAcceptance_Principal_atWage_95,PA_ExpectedEffort_Principal_atWage_1,PA_ExpectedEffort_Principal_atWage_3,PA_ExpectedEffort_Principal_atWage_5,PA_ExpectedEffort_Principal_atWage_10,PA_ExpectedEffort_Principal_atWage_15,PA_ExpectedEffort_Principal_atWage_20,PA_ExpectedEffort_Principal_atWage_25,PA_ExpectedEffort_Principal_atWage_30,PA_ExpectedEffort_Principal_atWage_35,PA_ExpectedEffort_Principal_atWage_40,PA_ExpectedEffort_Principal_atWage_45,PA_ExpectedEffort_Principal_atWage_50,PA_ExpectedEffort_Principal_atWage_55,PA_ExpectedEffort_Principal_atWage_60,PA_ExpectedEffort_Principal_atWage_65,PA_ExpectedEffort_Principal_atWage_75,PA_ExpectedEffort_Principal_atWage_85,PA_ExpectedEffort_Principal_atWage_95,profitmax_effort,real_profitmax_wage,source_treatment,Agent,treatment_label,giveC,min_ug,P1Self1,P1Self2,P1Self3,P1Self4,P1Self5,P1SelfP,P1Org1,P1Org2,P1Org3,P1Org4,P1Org5,P1OrgP,max_indiff,chosen_charity,TimeContinuePrefOrgIntroOK,min_o1_o2,min_o1_o2_o3,min_o1_o2_o3_o4,min_o1_o2_o3_o4_o5,rand_P1_char,charityPart1,TimeOKSelectCharityOK,TimeOKRoleAssignmentOK
4,3,5,220516_1239,1,N,subjects,1,13,1,12.715,12.715,1,0.638874268,5,0.568541913,4,0.650375533,6,6,2,,,Stiftung Orgelklang,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,60,10,99999,99999,0,27,3,99999,60,10,99999,7,1,0,99999,9,1,5,99999,2,99999,10,99999,1,0,0,5,50,105.0,0,0.0,0,0,150,105.0,0,0.0,0.0,0.0,0,0.0,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,0.0,20.0,100.0,100.0,100.0,100.0,100.0,-1.0,0.762463035,0.424892123,0.16989395,0.492529143,0.625225792,-1.0,-1.0,,99999.0,0.424892123,0.16989395,0.16989395,0.16989395,0.00848214,a participant of another experiment,99999.0,99999.0
4,4,10,220516_1422,1,N,subjects,1,17,1,12.715,12.715,1,0.116760755,10,0.7774879,4,0.789266601,1,1,2,,,a participant of another experiment,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,10,99999,99999,1,35,3,99999,95,10,99999,10,7,8,99999,10,0,5,99999,1,99999,25,99999,0,0,0,35,0,105.0,0,0.0,0,0,100,105.0,0,0.0,0.0,0.0,0,0.0,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,0.0,50.0,100.0,100.0,100.0,100.0,100.0,-1.0,0.287267771,0.736717428,0.35324077,0.380592963,0.395189936,-1.0,-1.0,,99999.0,0.287267771,0.287267771,0.287267771,0.287267771,0.599659821,Stiftung Orgelklang,99999.0,99999.0
5,1,8,220516_0843,1,N,subjects,1,14,1,12.3,12.3,1,0.128802663,8,0.177748037,5,0.567365992,6,6,2,,,a participant of another experiment,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,1,99999,99999,1,25,3,99999,35,6,99999,5,5,5,99999,10,2,4,99999,2,99999,100,99999,0,0,0,40,0,105.0,0,0.0,0,0,100,100.0,0,0.0,0.0,0.0,0,0.0,99999,99999,0,99999,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,10.0,70.0,100.0,50.0,100.0,100.0,100.0,-1.0,0.14134703,50.50290715,0.554036088,0.472777741,0.421325214,-1.0,-1.0,,99999.0,0.14134703,0.14134703,0.14134703,0.14134703,0.757800201,Rattenhilfe Nordwest e.V. ,99999.0,99999.0
5,2,8,220516_1031,1,N,subjects,1,24,1,16.45,16.45,1,0.44517373,8,0.846731556,5,0.666167509,3,3,2,,,Rattenhilfe Nordwest e.V. ,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,1,99999,99999,0,22,2,99999,35,5,99999,4,2,2,99999,5,2,5,99999,4,99999,0,99999,1,0,0,25,50,105.0,0,0.0,0,0,150,150.0,0,0.0,0.0,0.0,0,0.0,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,0.0,40.0,100.0,100.0,100.0,100.0,100.0,-1.0,0.929772961,0.793477042,0.697484469,0.65889784,0.888077821,-1.0,-1.0,,99999.0,0.793477042,0.697484469,0.65889784,0.65889784,0.998130914,Adipositas Stiftung Deutschland,99999.0,99999.0
5,3,4,220516_1239,1,N,subjects,1,16,1,12.715,12.715,1,0.688607076,4,0.336171079,5,0.895530756,1,1,2,,,Rattenhilfe Nordwest e.V. ,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,60,10,99999,99999,1,23,3,99999,60,10,99999,10,8,8,99999,10,2,8,99999,2,99999,100,99999,0,1,1,5,0,105.0,0,0.0,0,0,100,105.0,0,0.0,25.0,2.075,25,2.075,99999,99999,0,99999,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,30.0,10.0,50.0,50.0,80.0,100.0,70.0,-1.0,50.38430794,50.40761492,20.26509281,0.202137123,30.74218626,-1.0,-1.0,,99999.0,50.38430794,20.26509281,0.202137123,0.202137123,0.7694608,Rattenhilfe Nordwest e.V. ,99999.0,99999.0
5,4,3,220516_1422,1,N,subjects,1,24,1,13.711,13.711,1,0.302650244,3,0.721025416,5,0.71487461,2,2,2,,,Stiftung Orgelklang,,,90,10,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,1,99999,99999,0,29,3,99999,30,6,99999,8,3,6,99999,7,2,7,99999,2,99999,300,99999,1,1,10,35,40,117.0,0,0.0,0,0,130,117.0,10,0.83,250.0,20.75,250,20.75,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,8.0,10.0,100.0,90.0,100.0,80.0,90.0,-1.0,0.897802366,10.62233734,0.86553662,20.35146886,10.933752,-1.0,-1.0,,99999.0,0.897802366,0.86553662,0.86553662,0.86553662,0.886953902,Adipositas Stiftung Deutschland,99999.0,99999.0
6,1,1,220516_0843,1,N,subjects,1,18,1,16.45,16.45,1,0.897442422,1,0.150618209,6,0.50433882,7,7,2,,,Rattenhilfe Nordwest e.V. ,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,1,99999,99999,0,30,3,99999,40,7,99999,8,9,9,99999,10,2,0,99999,6,99999,100,99999,1,1,1,50,50,150.0,0,0.0,0,0,150,150.0,0,0.0,25.0,2.075,0,0.0,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,0.0,50.0,100.0,100.0,100.0,100.0,100.0,-1.0,0.720230018,0.6693691,0.614248094,0.184354773,0.974438293,-1.0,-1.0,,99999.0,0.6693691,0.614248094,0.184354773,0.184354773,0.160791322,a participant of another experiment,99999.0,99999.0
6,2,4,220516_1031,1,N,subjects,1,19,1,16.45,16.45,1,0.853769012,4,0.753935796,6,0.883117139,1,1,2,,,Deutsche Hauptstelle f¸r Suchtfragen e.V.,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,10,99999,99999,1,26,3,99999,65,10,99999,5,8,5,99999,10,8,3,99999,5,99999,100,99999,1,1,7,65,50,155.0,0,0.0,0,0,150,150.0,0,0.0,175.0,14.525,0,0.0,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,8.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,6.0,50.0,100.0,100.0,90.0,80.0,100.0,-1.0,0.646271406,0.251323961,10.87679249,20.68028285,0.970919754,-1.0,-1.0,,99999.0,0.251323961,0.251323961,0.251323961,0.251323961,0.017633216,a participant of another experiment,99999.0,99999.0
6,3,3,220516_1239,1,N,subjects,1,20,1,12.715,12.715,1,0.742948073,3,0.315518625,6,0.356543284,9,9,2,,,Deutsche Hauptstelle f¸r Suchtfragen e.V.,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,9,99999,99999,1,33,1,99999,95,9,99999,9,1,9,99999,10,0,2,99999,5,99999,200,99999,1,0,0,3,40,105.0,0,0.0,0,0,140,105.0,0,0.0,0.0,0.0,0,0.0,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,3.0,4.0,4.0,4.0,5.0,6.0,8.0,9.0,9.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,20.0,40.0,90.0,100.0,100.0,10.0,100.0,-1.0,10.37507729,0.478910425,0.943209933,90.20400298,0.62484948,-1.0,-1.0,,99999.0,0.478910425,0.478910425,0.478910425,0.478910425,0.506565343,Stiftung Orgelklang,99999.0,99999.0
6,4,11,220516_1422,1,N,subjects,1,23,1,14.541,14.541,1,0.014936356,11,0.710311425,6,0.143940439,12,12,2,,,a participant of another experiment,,,90,10,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,10,99999,99999,1,29,3,99999,60,10,99999,7,7,6,99999,8,5,6,99999,3,99999,100,99999,1,1,6,35,30,127.0,0,0.0,0,0,120,127.0,10,0.83,150.0,12.45,150,12.45,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,14.0,30.0,100.0,70.0,80.0,90.0,90.0,-1.0,0.954087803,30.15658806,20.90617058,10.99663708,10.35680264,-1.0,-1.0,,99999.0,0.954087803,0.954087803,0.954087803,0.954087803,0.998210145,Adipositas Stiftung Deutschland,99999.0,99999.0
7,1,2,220516_0843,1,N,subjects,1,20,1,14.79,14.79,1,0.880213136,2,0.048721851,7,0.411344007,9,9,2,,,a participant of another experiment,,,90,10,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,1,10,99999,99999,1,26,3,99999,40,7,99999,2,8,8,99999,9,7,2,99999,1,99999,15,99999,1,1,10,45,40,127.0,0,0.0,0,0,130,130.0,10,0.83,250.0,20.75,10,0.83,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,8.0,30.0,100.0,90.0,90.0,90.0,90.0,-1.0,0.257685178,10.27483693,10.16825576,10.61952948,10.85706764,-1.0,-1.0,,99999.0,0.257685178,0.257685178,0.257685178,0.257685178,0.556433043,Stiftung Orgelklang,99999.0,99999.0
7,2,12,220516_1031,1,N,subjects,1,20,1,12.3,12.3,1,0.018925863,12,0.727909969,7,0.602347445,5,5,2,,,Stiftung Orgelklang,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,85,5,99999,99999,1,29,1,99999,40,7,99999,7,0,0,99999,10,0,6,99999,4,99999,40,99999,0,1,1,15,0,115.0,0,0.0,0,0,100,100.0,0,0.0,25.0,2.075,0,0.0,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,4.0,40.0,100.0,80.0,100.0,100.0,100.0,-1.0,0.550558765,20.52229559,0.394798989,0.481147275,0.896659589,-1.0,-1.0,,99999.0,0.550558765,0.394798989,0.394798989,0.394798989,0.853656046,Adipositas Stiftung Deutschland,99999.0,99999.0
7,3,1,220516_1239,1,N,subjects,1,17,1,16.035,16.035,1,0.986401562,1,0.301795157,7,0.422967632,8,8,2,,,a participant of another experiment,,,90,10,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,75,8,99999,99999,1,25,3,99999,65,10,99999,8,6,7,99999,8,3,7,99999,2,99999,50,99999,1,1,1,45,40,145.0,0,0.0,0,0,130,145.0,10,0.83,25.0,2.075,25,2.075,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,10.0,10.0,90.0,90.0,90.0,90.0,90.0,-1.0,10.10814629,10.68386597,10.67647332,10.52108372,10.75252585,-1.0,-1.0,,99999.0,10.10814629,10.10814629,10.10814629,10.10814629,0.950236654,Adipositas Stiftung Deutschland,99999.0,99999.0
7,4,4,220516_1422,1,N,subjects,1,19,1,15.786,15.786,1,0.298833748,4,0.565382326,7,0.66610529,3,3,2,,,Stiftung Orgelklang,,,80,20,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,1,99999,99999,0,35,3,99999,20,4,99999,10,1,0,99999,8,0,8,99999,0,99999,0,99999,1,1,6,50,50,142.0,0,0.0,0,0,130,142.0,20,1.66,150.0,12.45,150,12.45,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,12.0,40.0,80.0,70.0,100.0,100.0,90.0,-1.0,20.39647116,30.79535613,0.183327382,0.203756975,10.84041418,-1.0,-1.0,,99999.0,20.39647116,0.183327382,0.183327382,0.183327382,0.085750535,a participant of another experiment,99999.0,99999.0
8,1,10,220516_0843,1,N,subjects,1,13,1,14.79,14.79,1,0.015700614,10,0.044529494,8,0.768765005,3,3,2,,,Stiftung Orgelklang,,,80,20,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,40,7,99999,99999,1,22,3,99999,40,7,99999,6,2,3,99999,10,1,4,99999,2,99999,50,99999,1,1,9,85,50,170.0,0,0.0,0,0,130,130.0,20,1.66,225.0,18.675,20,1.66,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,3.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,14.0,10.0,80.0,80.0,100.0,90.0,80.0,-1.0,20.07459397,20.30176491,0.591273195,10.60183618,20.36036844,-1.0,-1.0,,99999.0,20.07459397,0.591273195,0.591273195,0.591273195,0.308411441,Deutsche Hauptstelle f¸r Suchtfragen e.V.,99999.0,99999.0
8,2,10,220516_1031,1,N,subjects,1,18,1,15.62,15.62,1,0.29452066,10,0.648880886,8,0.437095833,9,9,2,,,Adipositas Stiftung Deutschland,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,1,99999,99999,0,19,2,99999,95,10,99999,3,2,6,99999,9,5,3,99999,4,99999,50,99999,1,1,4,30,40,126.0,0,0.0,0,0,140,140.0,0,0.0,100.0,8.3,0,0.0,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,,5.0,,6.0,9.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,10.0,10.0,70.0,90.0,90.0,100.0,100.0,-1.0,30.76600821,10.25184032,10.19802772,0.888309274,0.415327823,-1.0,-1.0,,99999.0,10.25184032,10.19802772,0.888309274,0.415327823,0.797637026,Rattenhilfe Nordwest e.V. ,99999.0,99999.0
8,3,7,220516_1239,1,N,subjects,1,19,1,15.039,15.039,1,0.46820027,7,0.148885317,8,0.852093464,2,2,2,,,Adipositas Stiftung Deutschland,,,100,0,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,1,99999,99999,0,24,2,99999,95,1,99999,0,6,10,99999,10,5,2,99999,6,99999,0,99999,0,1,3,35,0,133.0,0,0.0,0,0,100,133.0,0,0.0,75.0,6.225,75,6.225,99999,99999,0,99999,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,8.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,0.0,10.0,100.0,100.0,100.0,100.0,100.0,-1.0,0.701970187,0.604230779,0.476832306,0.426780242,0.345070758,-1.0,-1.0,,99999.0,0.604230779,0.476832306,0.426780242,0.345070758,0.550519177,Stiftung Orgelklang,99999.0,99999.0
8,4,6,220516_1422,1,N,subjects,1,20,1,16.616,16.616,1,0.258397231,6,0.563617601,8,0.526696217,5,5,2,,,a participant of another experiment,,,90,10,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,95,5,99999,99999,1,22,3,99999,95,10,99999,2,4,6,99999,10,1,1,99999,4,99999,200,99999,1,1,6,60,50,152.0,0,0.0,0,0,140,152.0,10,0.83,150.0,12.45,150,12.45,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,6.0,10.0,100.0,90.0,100.0,90.0,90.0,-1.0,0.829379682,10.31664696,0.968413929,10.98038145,10.11412998,-1.0,-1.0,,99999.0,0.829379682,0.829379682,0.829379682,0.829379682,0.961004583,Adipositas Stiftung Deutschland,99999.0,99999.0
9,1,3,220516_0843,1,N,subjects,1,17,1,14.79,14.79,1,0.752122239,3,0.024774989,9,0.770603012,2,2,2,,,Stiftung Orgelklang,,,90,10,99999,99999,260027,99999,99999,150,10,1,10,25.0,0.0,99999,,0,0,0,99999,99999,75,6,99999,99999,0,39,3,99999,40,4,99999,8,1,1,99999,8,8,6,99999,3,99999,100,99999,1,1,3,40,40,138.0,0,0.0,0,0,130,130.0,10,0.83,75.0,6.225,10,0.83,99999,99999,0,99999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,8.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,1,Neutral,12.0,30.0,70.0,80.0,100.0,100.0,90.0,-1.0,30.83662411,20.91478016,0.106267292,0.890170696,10.37760157,-1.0,-1.0,,99999.0,20.91478016,0.106267292,0.106267292,0.106267292,0.871234578,Adipositas Stiftung Deutschland,99999.0,99999.0
